0,6
1,3
2,3
3,0
4,0
5,1
6,1
7,0
8,0
9,0
10,0
11,0
12,0
13,1
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,13
32,30
33,47
34,77
35,101
36,113
37,117
38,108
39,94
40,86
41,83
42,79
43,85
44,98
45,100
46,106
47,111
48,110
49,120
50,116
51,114
52,123
53,121
54,117
55,112
56,98
57,80
58,64
59,43
60,26
61,18
62,13
63,10
64,10
65,10
66,11
67,11
68,11
69,14
70,15
71,17
72,24
73,25
74,32
75,33
76,32
77,32
78,26
79,19
80,15
81,7
82,5
83,4
84,0
85,1
86,2
87,1
88,3
89,3
90,5
91,6
92,9
93,17
94,26
95,40
96,62
97,89
98,141
99,224
100,355
101,553
102,803
103,1124
104,1445
105,1793
106,2037
107,2127
108,2066
109,1826
110,1471
111,1094
112,707
113,429
114,238
115,141
116,86
117,55
118,40
119,30
120,23
121,17
122,14
123,9
124,5
125,3
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,2
161,2
162,12
163,22
164,50
165,117
166,309
167,1017
168,1312
169,1623
170,1903
171,1588
172,1308
173,987
174,313
175,197
176,136
177,92
178,60
179,37
180,18
181,9
182,4
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
